KODE,NAMA BAHAN,BERAT STANDAR,BDD,AIR,ENERGI,PROTEIN,LEMAK,KH,SERAT,ABU,KALSIUM,FOSFOR,BESI,NATRIUM,KALIUM,TEMBAGA,SENG,RETINOL,BKAR,KARTOTAL,THIAMIN,RIBOFLAVIN,NIASIN,VIT_C,HARGA PER-BERAT STANDAR
GR055,"Ikan puntin, segar",100.0,100.0,81.1,76.0,14.4,1.1,2.2,,1.2,28.0,166.0,0.0,,325.0,0.1,0.6,,,,0.3,0.1,,,0
GP032,"Ikan sale lais, mentah",100.0,100.0,12.4,415.0,61.3,17.6,2.9,0.0,5.8,258.0,919.0,7.0,381.0,488.0,17.6,1.0,0.0,,0.0,0.0,0.1,17.3,0.0,0
GP031,"Ikan sale, mentah",100.0,100.0,8.5,534.0,40.2,39.3,4.9,2.0,7.1,199.0,1244.0,2.7,673.0,673.0,0.3,2.6,,410.0,0.0,0.0,0.5,0.0,0.0,0
GP033,"Ikan saluang, kering, mentah",100.0,100.0,33.6,284.0,34.1,9.9,14.6,0.0,7.8,1426.0,1103.0,9.5,1767.0,263.0,1.3,18.7,,,,0.5,0.0,,,0
GR056,"Ikan saluang, segar",100.0,89.0,74.8,113.0,13.9,4.9,3.4,0.0,3.0,642.0,646.0,1.9,51.0,182.0,0.8,3.6,,,,0.2,0.0,1.8,,0
GP034,"Ikan sanggang, masakan",100.0,100.0,42.6,240.0,21.7,7.7,20.7,,7.3,159.0,362.0,9.8,2041.0,159.0,1.5,8.8,,,,0.5,0.0,,,0
GR057,"Ikan sarden, segar",100.0,100.0,72.7,109.0,19.9,1.8,3.4,0.0,2.2,95.0,597.0,1.3,266.0,227.0,0.3,2.0,195.0,0.0,,0.3,0.0,4.4,,0
GP035,"Ikan selar kuning, cue, mentah",100.0,90.0,59.0,138.0,27.0,3.3,0.0,0.0,0.7,50.0,100.0,2.0,,,,,45.0,,,0.1,,,0.0,0
GP036,"Ikan selar, kering, mentah",100.0,100.0,43.0,194.0,38.0,3.5,0.0,0.0,15.5,20.0,200.0,1.0,,,,,0.0,0.0,,0.0,,,0.0,0
GR058,"Ikan selar, segar",100.0,48.0,75.4,100.0,18.8,2.2,0.0,0.0,3.6,40.0,179.0,0.5,43.0,392.6,0.1,0.3,45.0,0.0,,0.4,0.2,3.4,0.0,0
GP037,"Ikan sepat, kering, mentah",100.0,100.0,30.0,289.0,38.0,14.0,0.0,0.0,18.0,40.0,100.0,0.7,,,,,0.0,0.0,,0.0,,,0.0,0
GR059,"Ikan sepat, segar",100.0,75.0,78.8,84.0,15.2,0.6,4.7,0.0,0.8,68.0,171.0,2.1,211.0,198.0,0.7,0.6,,0.0,,0.2,0.0,1.9,,0
GR060,"Ikan sidat, segar",100.0,100.0,71.3,81.0,11.4,1.9,3.8,0.0,11.6,118.0,174.0,3.0,46.0,245.9,0.0,1.5,15.0,0.0,0.0,0.0,0.4,3.2,0.0,0
GP038,"Ikan sunu, asin, mentah",100.0,100.0,34.7,199.0,34.1,3.8,7.1,,20.3,94.0,92.0,2.2,377.0,57.0,0.1,3.2,2481.0,,,1.5,0.1,7.2,,0
GR061,"Ikan sunu, segar",100.0,70.0,75.5,111.0,13.3,3.4,6.7,,1.1,86.0,174.0,1.2,91.0,197.0,0.0,0.6,309.0,,,1.0,0.1,0.2,,0
GR062,"Ikan tahuman, segar",100.0,100.0,77.4,88.0,15.9,0.9,4.1,0.0,1.8,221.0,223.0,0.0,24.0,364.0,0.4,0.7,,,,0.2,0.3,1.6,,0
GR063,"Ikan tarmon, segar",100.0,100.0,76.7,96.0,19.5,1.1,2.0,0.0,0.8,9.0,129.0,0.3,43.0,154.0,0.1,0.5,,,,0.2,0.0,1.7,,0
GR064,"Ikan telan, segar",100.0,100.0,75.3,95.0,15.8,0.7,6.5,0.0,1.7,503.0,354.0,0.2,58.0,294.0,1.6,1.2,,,,0.2,0.0,1.9,,0
GR065,"Ikan tembang, segar",100.0,80.0,65.0,204.0,16.0,15.0,0.0,0.0,4.0,20.0,200.0,2.0,341.0,291.0,0.4,2.6,30.0,0.0,,0.1,0.0,5.6,0.0,0
GR066,"Ikan tempahas, segar",100.0,100.0,78.9,101.0,15.1,4.1,1.0,0.0,0.9,32.0,163.0,0.0,50.0,320.0,0.7,0.6,,,,0.0,0.1,1.5,,0
GR067,"Ikan terbang, segar",100.0,100.0,76.1,98.0,19.6,1.7,1.0,0.0,1.6,90.0,190.0,0.6,90.0,320.0,0.1,0.5,39.0,0.0,,0.0,0.1,0.1,,0
GP040,"Ikan Teri nasi, kering, mentah",100.0,100.0,34.5,144.0,32.5,0.6,0.0,0.0,32.4,1000.0,1000.0,3.0,312.0,,,,61.0,,,0.1,,,0.0,0
GP041,"Ikan Teri, bubuk, mentah",100.0,100.0,15.0,277.0,60.0,2.3,1.8,0.0,20.9,1209.0,1225.0,3.0,,,,,90.0,,,0.1,,,0.0,0
GP042,"Ikan teri, kering, mentah",100.0,100.0,37.8,170.0,33.4,3.0,0.0,0.0,25.8,1200.0,1500.0,3.6,,,,,64.0,,,0.2,,,0.0,0
GP043,"Ikan Teri, kering, tawar, mentah",100.0,100.0,16.7,331.0,68.7,4.2,0.0,0.0,10.4,2381.0,1500.0,23.4,,,,,61.0,,,0.1,,,0.0,0
GR068,"Ikan teri, segar",100.0,100.0,80.0,74.0,10.3,1.4,4.1,0.0,4.2,972.0,253.0,3.9,554.0,126.1,305.2,0.2,13.0,0.0,28.0,0.2,0.1,1.9,0.0,0
GP044,"Ikan Teri, tepung, mentah",100.0,100.0,5.2,347.0,48.8,6.4,19.6,0.0,20.0,4608.0,1200.0,18.6,,,,,61.0,0.0,130.0,1.1,,,0.0,0
GR069,"Ikan titang, segar",100.0,100.0,78.8,82.0,17.4,0.4,2.3,0.0,1.1,145.0,130.0,1.8,110.0,275.0,0.1,0.8,581.0,,,0.6,0.0,1.5,,0
GR070,"Ikan tongkol, segar",100.0,100.0,74.7,100.0,13.7,1.5,8.0,0.0,2.1,92.0,606.0,1.7,202.0,227.0,0.2,1.6,181.0,0.0,,0.4,0.0,6.6,,0
GR071,"Ikan turi, segar",100.0,100.0,76.9,96.0,19.2,2.0,0.2,,2.1,340.0,340.0,0.8,370.0,300.0,0.1,2.0,26.0,,,,,,,0
HP004,"Ikan, telur, asin, mentah",100.0,100.0,37.8,358.0,20.7,26.4,9.4,0.0,5.7,48.0,311.0,15.1,2684.0,59.0,0.4,3.0,1866.0,0.0,,0.2,0.5,2.1,,0
GP039,"Ikan, tepung, mentah",100.0,100.0,4.3,316.0,60.1,6.5,22.4,0.0,6.7,3196.0,1976.0,16.6,,,,,320.0,0.0,0.0,0.0,,,0.0,0
AP050,Intip goreng,100.0,100.0,6.5,474.0,7.6,21.6,62.3,1.2,2.0,36.0,64.0,2.5,0.0,38.0,0.1,0.5,,0.0,200.0,0.3,0.0,0.8,0.0,0
FP006,"Itik alabio, daging, dendeng, mentah",100.0,100.0,12.7,496.0,30.3,33.5,18.4,,5.1,135.0,370.0,12.5,1081.0,478.0,0.7,0.3,,0.0,,,,,,0
AP051,Jagung gerontol,100.0,100.0,61.7,156.0,2.7,1.3,33.3,1.0,0.8,51.0,105.0,1.2,,,,,0.0,,162.0,0.1,0.0,0.0,0.0,0
AR016,"Jagung kuning pipil, kering, mentah",100.0,100.0,11.5,366.0,9.8,7.3,69.1,2.2,2.4,30.0,538.0,2.3,5.0,79.4,0.1,4.1,,636.0,641.0,0.1,0.1,1.8,3.0,0
AP012,"Jagung kuning pipil, rebus",100.0,100.0,63.7,154.0,3.8,3.5,28.4,0.7,0.6,7.0,171.0,0.5,5.0,56.4,0.1,4.4,,818.0,234.0,0.1,0.1,1.7,0.0,0
AP011,"Jagung kuning, tepung",100.0,100.0,12.0,355.0,9.2,3.9,73.7,7.2,1.2,10.0,256.0,2.4,11.0,24.4,0.2,1.7,,0.0,510.0,0.4,0.0,0.3,,0
DR085,"Jagung muda / semi, segar",100.0,100.0,89.5,35.0,2.2,0.1,7.4,1.9,0.8,7.0,100.0,0.5,353.0,230.2,0.1,0.8,0.0,23.0,200.0,0.1,0.2,0.9,8.0,0
AR015,"Jagung muda, kuning, mentah",100.0,100.0,61.8,147.0,5.1,0.7,31.5,1.3,0.9,6.0,122.0,1.1,5.0,33.6,0.1,0.9,0.0,113.0,261.0,0.2,0.1,0.8,9.0,0
AP010,"Jagung muda, rebus",100.0,100.0,53.2,142.0,5.0,0.7,30.3,0.8,0.8,5.0,105.0,0.8,5.0,24.3,0.2,0.9,,145.0,225.0,0.2,0.0,0.7,0.0,0
AP009,"Jagung nasi, mentah",100.0,100.0,11.0,357.0,8.8,0.5,79.5,6.2,0.3,5.0,43.0,0.6,2.0,30.4,0.1,0.3,,0.0,0.0,0.3,0.0,0.1,0.0,0
AR017,"Jagung pipil var, harapan, kering",100.0,100.0,11.3,367.0,6.2,5.1,76.2,2.6,1.2,7.0,354.0,2.8,1.0,79.6,0.1,4.1,,637.0,385.0,0.2,0.1,1.0,0.0,0
AR018,"Jagung pipil var, metro, kering",100.0,100.0,10.6,368.0,5.5,4.6,78.0,2.9,1.3,7.0,300.0,2.4,1.0,80.2,0.1,4.1,,642.0,554.0,0.2,0.1,1.0,0.0,0
AP052,Jagung titi,100.0,100.0,9.2,374.0,9.4,2.2,79.1,0.8,0.1,14.0,142.0,2.9,,,9.0,,,,11507.0,0.2,,,,0
AP013,"Jagung, tepung putih",100.0,100.0,12.0,355.0,9.2,3.9,73.7,7.2,1.2,10.0,256.0,2.4,11.0,24.4,0.2,1.7,,0.0,0.0,0.4,0.0,0.3,,0
NR018,"Jahe, segar",100.0,97.0,55.0,51.0,1.5,1.0,10.1,12.0,1.2,21.0,39.0,1.6,12.0,441.7,0.5,0.7,,0.0,9.0,0.0,0.2,3.3,4.0,0
AR019,"Jali, mentah",100.0,90.0,23.0,324.0,11.0,4.0,61.0,3.1,1.0,213.0,176.0,11.0,24.0,,0.1,0.4,,,,0.1,0.1,1.8,0.0,0
MP008,"Jam, selai",100.0,100.0,34.0,239.0,0.5,0.6,64.5,1.0,0.4,20.0,20.0,1.0,30.0,73.1,0.1,0.0,0.0,0.0,,0.0,0.1,0.0,0.0,0
GP070,"Jambal goreng, masakan",100.0,100.0,13.4,286.0,48.5,9.2,2.3,,26.6,207.0,457.0,3.3,,,,,109.0,,160.0,0.4,,3.1,0.0,0
ER030,"Jambu air, segar",100.0,90.0,87.0,46.0,0.6,0.2,11.8,2.1,0.8,8.0,9.0,1.1,11.0,321.2,,0.1,,92.0,,0.0,0.4,4.6,5.0,0
ER031,Jambu biji,100.0,82.0,86.0,49.0,0.9,0.3,12.2,2.4,0.6,14.0,28.0,1.1,10.0,52.8,0.0,0.3,,27.0,25.0,0.0,0.0,0.8,87.0,0
ER032,Jambu bj putih tidak berbiji,100.0,82.0,82.8,61.0,0.9,0.3,15.4,4.5,0.6,31.0,41.0,0.2,20.0,103.0,0.0,0.5,,53.0,18.0,1.0,0.1,1.3,116.0,0
ER033,"Jambu bol, segar",100.0,67.0,87.1,49.0,2.3,0.2,9.6,3.5,0.8,8.0,8.0,0.3,1.0,14.0,0.0,0.0,,92.0,,0.1,0.0,0.5,22.0,0
ER034,"Jambu monyet, segar",100.0,90.0,82.6,64.0,0.7,0.6,15.8,1.2,0.3,4.0,13.0,0.5,12.0,107.8,,,,1604.0,25.0,0.0,0.0,2.0,197.0,0
AR021,"Jampang huma, mentah",100.0,100.0,11.7,350.0,6.2,1.4,78.2,1.7,2.5,329.0,254.0,5.3,53.0,396.7,0.7,1.6,,33.0,,0.5,0.3,0.7,0.0,0
DR086,Jamur encik,100.0,95.0,24.8,296.0,9.4,1.1,62.0,,2.7,5.0,277.0,5.3,2.0,0.0,0.2,3.1,,,,1.1,0.1,,,0
DR087,"Jamur kuping, kering",100.0,100.0,14.9,294.0,16.0,0.9,64.6,46.5,3.6,51.0,223.0,6.7,174.0,726.1,0.3,5.5,0.0,11.0,0.0,0.1,0.6,2.7,0.0,0
DR088,"Jamur kuping, segar",100.0,100.0,93.7,21.0,3.8,0.6,0.9,5.1,1.0,3.0,94.0,1.7,17.0,33.4,0.2,0.1,0.0,1.0,0.0,0.1,0.1,0.1,5.0,0
DR089,"Jamur merang, segar",100.0,100.0,91.5,30.0,3.5,0.2,4.0,2.4,0.8,14.0,117.0,1.0,6.0,300.0,0.3,0.8,,0.0,0.0,0.0,0.2,0.5,0.0,0
DR091,Jamur sagu,100.0,95.0,91.3,48.0,1.9,3.2,2.8,1.0,0.8,10.0,90.0,0.6,100.0,440.0,0.6,0.6,,0.0,,0.2,0.2,6.5,,0
DR090,"Jamur tiram, segar",100.0,100.0,92.5,30.0,1.9,0.1,5.5,3.6,0.6,9.0,83.0,0.7,22.0,226.0,0.0,0.8,,0.0,0.0,0.3,0.2,1.0,0.0,0
FP048,"Jangang bintatoeng, masakan",100.0,100.0,73.6,107.0,5.3,2.2,16.5,,2.4,64.0,61.0,2.5,482.0,406.0,0.2,0.8,,,,0.2,0.0,3.4,,0
DR092,"Jantung pisang, segar",100.0,25.0,90.2,32.0,1.2,0.3,7.1,3.2,1.2,30.0,50.0,0.1,3.0,524.0,0.1,0.3,0.0,201.0,170.0,0.1,0.0,0.8,10.0,0
AP053,Japilus,100.0,100.0,3.8,500.0,1.2,25.1,67.3,0.4,2.7,186.0,29.0,4.9,,,,,0.0,,0.0,0.2,0.0,0.4,0.0,0
AR020,"Jawawut, mentah",100.0,100.0,11.9,364.0,9.7,3.5,73.4,8.2,1.5,28.0,311.0,5.3,7.0,255.1,0.5,1.5,,33.0,,0.3,0.3,4.5,,0
DR093,"Jengkol, segar",100.0,95.0,52.7,192.0,5.4,0.3,40.7,1.5,0.9,4.0,150.0,0.7,60.0,241.0,0.3,0.6,,,,0.1,0.2,0.5,31.0,0
ER035,"Jeruk bali, segar",100.0,62.0,86.3,48.0,0.6,0.2,12.4,0.8,0.5,23.0,27.0,0.5,21.0,366.1,171.3,0.1,,33.0,20.0,0.0,0.0,0.4,43.0,0
ER036,"Jeruk banjar, segar",100.0,72.0,84.5,61.0,0.8,0.2,14.1,5.4,0.4,9.0,13.0,0.2,3.0,79.0,0.1,0.1,,9.0,,0.1,0.0,0.3,31.0,0
ER037,Jeruk garut-keprok,100.0,71.0,87.3,44.0,0.8,0.3,10.9,1.6,0.7,33.0,23.0,0.4,5.0,518.1,169.3,0.2,,0.0,420.0,0.1,0.0,0.2,31.0,0
ER038,"Jeruk Kalamansi, segar",100.0,100.0,90.2,39.0,0.3,0.3,8.9,2.3,0.4,42.0,85.0,0.5,3.0,82.0,0.3,0.1,,1.0,0.3,0.0,0.1,0.0,30.0,0
ER039,"Jeruk manis, segar",100.0,72.0,87.2,45.0,0.9,0.2,11.2,1.4,0.5,33.0,23.0,0.4,4.0,472.1,160.0,0.2,,0.0,190.0,0.1,0.0,0.2,49.0,0
ER040,"Jeruk nipis, segar",100.0,76.0,88.9,44.0,0.5,0.2,10.0,0.4,0.4,18.0,22.0,0.2,3.0,108.9,0.1,0.1,,23.0,4.0,0.0,0.0,0.2,20.0,0
ER041,"Jeruk ragi, segar",100.0,59.0,87.6,49.0,0.7,0.2,11.1,0.5,0.4,36.0,67.0,0.7,4.0,457.3,155.0,0.2,,0.0,68.0,0.0,0.0,0.2,30.0,0
DR094,"Jotang, segar",100.0,70.0,89.0,34.0,1.9,0.3,7.1,3.5,1.7,162.0,41.0,4.0,59.0,388.5,0.3,1.2,,2.0,3918.0,0.0,,0.4,20.0,0
GP071,"Jukku pallu kaloa, masakan",100.0,100.0,69.4,15.0,15.2,4.3,8.8,,2.3,40.0,170.0,1.1,605.0,153.0,0.6,1.1,,,,0.3,0.1,7.5,,0
DR095,"Kabau, segar",100.0,95.0,67.2,130.0,6.7,0.3,25.2,2.9,0.6,4.0,204.0,0.5,1.0,397.8,0.2,0.5,,165.0,,0.8,0.1,0.3,16.0,0
BR012,"Kaburan, ubi, segar",100.0,81.0,66.5,133.0,1.0,0.2,32.2,0.7,0.5,65.0,50.0,0.6,10.0,899.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0
BP031,Kabuto,100.0,100.0,58.9,250.0,2.6,2.5,35.4,1.8,0.6,35.0,49.0,1.1,2.0,218.0,,,,0.0,0.0,0.1,0.1,0.6,,0
CR001,"Kacang arab, kering",100.0,100.0,11.6,330.0,23.8,1.4,60.2,17.4,3.0,57.0,388.0,4.7,24.0,874.3,0.9,3.4,,40.0,140.0,0.8,0.2,1.5,2.0,0
CP031,Kacang atom,100.0,100.0,3.1,533.0,27.8,38.1,28.8,2.5,2.2,87.0,423.0,3.0,,,,,,,0.0,0.1,,,0.0,0
CR002,"Kacang babi, kering",100.0,80.0,11.6,341.0,30.4,3.2,51.3,4.5,3.5,178.0,521.0,6.8,13.0,1768.0,0.8,3.1,,,87.0,0.2,0.3,2.8,,0
CR003,"Kacang belimbing (kecipir), kering",100.0,100.0,10.4,400.0,34.4,16.9,34.1,10.7,4.2,468.0,182.0,6.8,37.0,955.0,2.8,2.0,,,,0.3,0.4,3.0,,0
CP001,"Kacang belimbing, rebus",100.0,100.0,55.6,204.0,16.9,8.8,17.5,4.8,1.2,230.0,180.0,3.3,43.0,1098.0,3.2,2.3,,,,0.2,0.5,0.7,,0
CR004,"Kacang beracun, segar",100.0,100.0,72.1,118.0,4.4,1.5,21.6,,0.4,50.0,50.0,1.7,10.0,40.0,0.3,1.0,,,,0.4,,,,0
CP002,"Kacang bogor, goreng",100.0,35.0,3.0,479.0,12.7,23.2,58.9,1.2,2.2,135.0,184.0,2.9,,,,,,,,0.3,0.5,4.1,,0
CR005,"Kacang bogor, kering",100.0,100.0,10.0,370.0,16.0,6.0,65.0,26.3,3.0,85.0,264.0,4.2,44.0,868.8,1.5,2.7,0.0,,,0.2,0.3,6.2,0.0,0
CP003,"Kacang bogor, rebus",100.0,35.0,61.2,161.0,7.7,2.8,27.1,2.0,1.2,56.0,134.0,1.4,,,,,,,,0.1,,,,0
CR006,"Kacang bogor, segar",100.0,100.0,60.8,165.0,7.7,3.1,27.4,2.5,1.0,96.0,126.0,5.3,6.0,537.0,0.4,1.2,,29.0,,0.3,0.4,2.7,,0
CR007,"Kacang endel, biji, kering",100.0,95.0,14.0,331.0,25.0,1.0,58.0,23.6,2.0,80.0,400.0,5.0,12.0,1322.4,0.7,2.7,0.0,,,0.3,0.8,2.3,,0
CR008,"Kacang ercis, segar",100.0,45.0,67.6,129.0,12.4,0.7,18.3,28.6,1.0,40.0,130.0,2.3,4.0,310.0,0.3,2.1,,212.0,,0.3,0.1,2.7,,0
CR009,"kacang galing, segar",100.0,95.0,12.0,336.0,23.1,1.7,59.5,,3.8,80.0,400.0,5.0,,,,,0.0,,,0.6,,,0.0,0
CP032,Kacang goyang,100.0,100.0,8.3,516.0,14.7,31.1,44.4,,1.5,34.0,230.0,0.7,2.0,365.0,0.6,1.7,,,,,,,,0
CR010,"Kacang gude, biji, kering",100.0,100.0,16.1,316.0,20.7,1.0,58.0,4.6,4.2,146.0,445.0,4.7,16.0,1306.2,1.0,2.7,,19.0,,0.3,0.2,2.4,,0
CR011,"Kacang gude, biji, segar",100.0,100.0,70.3,114.0,7.0,0.6,20.8,4.4,2.3,3.0,122.0,1.5,4.0,480.5,0.1,0.9,,,70.0,0.4,0.1,0.8,43.0,0
CP004,"Kacang gude, rebus",100.0,100.0,61.5,147.0,9.0,0.5,27.5,3.4,1.5,50.0,175.0,2.0,14.0,1126.0,0.8,2.7,,12.0,,0.1,0.1,13.2,,0
CR012,"Kacang hijau var, bakti, kering",100.0,100.0,7.4,350.0,17.1,1.8,70.7,5.7,3.1,94.0,315.0,4.9,46.0,893.9,1.5,3.1,,171.0,235.0,0.4,0.3,2.6,11.0,0
CR013,"Kacang hijau var, siwalik, kering",100.0,100.0,8.8,339.0,20.8,2.1,64.6,7.4,3.7,122.0,136.0,4.9,45.0,880.4,1.5,3.1,,168.0,321.0,0.5,0.3,2.6,,0
CR014,"Kacang hijau, kering",100.0,100.0,15.5,323.0,22.9,1.5,56.8,7.5,3.3,223.0,319.0,7.5,42.0,815.7,1.9,2.9,,156.0,223.0,0.5,0.2,1.5,10.0,0
CP005,"kacang hijau, rebus",100.0,100.0,71.3,109.0,8.7,0.5,18.3,1.5,1.2,95.0,149.0,1.5,447.0,657.8,1.4,2.8,,18.0,120.0,0.1,0.0,0.4,3.0,0
CR015,"Kacang hitam, kering",100.0,100.0,12.5,346.0,16.6,1.7,66.1,22.8,3.1,70.0,300.0,4.7,3.0,0.0,0.9,3.5,,28.0,,0.2,0.1,2.1,,0
CR016,"Kacang kapri, segar",100.0,45.0,74.3,98.0,6.7,0.4,17.7,6.2,0.9,22.0,122.0,1.9,6.0,296.6,0.2,1.5,,,680.0,0.3,0.2,2.5,26.0,0
CP006,"Kacang kedelai, goreng",100.0,100.0,9.6,521.0,32.2,37.7,22.9,7.6,3.7,296.0,800.0,6.5,3492.0,11890.0,26.3,60.0,,,20.0,0.4,1.9,19.0,,0
CR017,"Kacang kedelai, kering",100.0,100.0,12.7,381.0,40.4,16.7,24.9,3.2,5.5,222.0,682.0,10.0,210.0,713.4,1.6,3.9,,237.0,31.0,0.5,0.1,1.2,,0
CP007,"Kacang kedelai, rebus",100.0,100.0,56.8,189.0,20.2,8.2,12.7,1.6,2.1,91.0,270.0,3.9,181.0,615.0,1.3,3.7,,4.0,15.0,0.2,0.0,0.5,0.0,0
CR018,"Kacang kedelai, segar",100.0,100.0,20.0,286.0,30.2,15.6,30.1,2.9,4.1,196.0,506.0,6.9,28.0,870.9,1.2,3.6,,,95.0,0.9,0.3,1.8,,0
CR019,"Kacang kincai, kering",100.0,100.0,4.2,444.0,19.9,16.0,55.0,,4.9,26.0,,,,,,,,,,0.1,0.1,1.9,,0
CR020,"Kacang komak, segar",100.0,45.0,20.9,327.0,16.4,4.3,55.8,0.5,2.6,74.0,282.0,4.0,22.0,1137.0,0.9,2.1,,,,1.0,0.1,0.1,,0
CR021,"Kacang kuning, kering",100.0,100.0,11.7,355.0,17.0,2.5,66.0,15.1,2.8,140.0,220.0,5.8,1.0,0.0,0.7,3.2,,58.0,,0.5,0.1,1.9,,0
CR022,"Kacang lebui /iris, kering",100.0,100.0,11.8,346.0,16.5,1.5,66.6,37.3,3.6,144.0,368.0,3.4,17.0,1225.0,1.5,3.3,,64.0,,0.6,0.2,0.0,,0
DR096,"Kacang mekah, polong, segar",100.0,91.0,93.6,22.0,1.1,1.0,3.4,1.1,0.9,63.0,296.0,1.0,2.0,69.2,0.3,,0.0,197.0,116.0,0.0,,0.4,0.0,0
CR023,"Kacang mentega, kering",100.0,100.0,13.7,344.0,16.7,2.1,64.6,13.0,2.9,110.0,300.0,6.7,1.0,10.0,0.7,2.5,,0.0,,0.2,0.1,1.2,,0
CR024,"Kacang merah /banda, kering",100.0,100.0,13.0,350.0,13.9,3.0,66.9,26.3,3.2,84.0,242.0,6.8,19.0,1127.0,0.0,42.0,,137.0,,0.2,0.8,0.3,,0
CP008,"Kacang merah kering, rebus",100.0,100.0,59.6,158.0,10.3,0.9,28.2,2.6,1.0,160.0,149.0,3.7,6.0,311.0,0.3,1.5,,,,0.2,0.1,0.8,,0
CP009,"Kacang merah segar, rebus",100.0,100.0,63.1,144.0,10.0,1.0,24.7,3.5,1.2,144.0,150.0,2.8,6.0,311.0,0.3,1.5,,0.0,,0.1,0.1,0.7,,0
CR025,"Kacang merah tua, kering",100.0,100.0,12.3,280.0,16.7,1.6,63.2,4.6,6.2,209.0,335.0,6.4,19.0,1348.5,0.7,2.8,,,,0.1,0.1,2.0,6.0,0
CR026,"Kacang merah, kering",100.0,100.0,17.7,314.0,22.1,1.1,56.2,4.0,2.9,502.0,429.0,10.3,11.0,1265.5,0.7,2.6,,129.0,,0.4,0.7,2.2,,0
CR027,"Kacang merah, segar",100.0,100.0,57.2,171.0,11.0,2.2,28.0,2.1,1.7,293.0,134.0,3.7,7.0,360.7,0.3,1.4,,0.0,10.0,0.2,0.2,1.1,,0
CP010,"Kacang mete/biji jambu monyet, goreng",100.0,100.0,1.0,629.0,20.4,56.3,19.8,1.1,2.5,502.0,493.0,8.0,13.0,641.7,4.7,5.4,,5.0,,0.4,0.2,1.8,,0
CR028,"Kacang mete/biji jambu monyet, segar",100.0,69.0,4.6,616.0,16.3,48.4,28.7,0.9,2.0,26.0,521.0,3.8,26.0,692.0,4.7,4.1,,5.0,,0.6,0.0,0.0,,0
CP033,Kacang negara,100.0,100.0,3.1,480.0,18.4,19.1,58.5,11.7,0.9,34.0,404.0,10.3,1010.0,385.0,2.5,7.1,,,,0.6,0.1,2.6,,0
DP011,"Kacang panjang ,kukus",100.0,100.0,88.2,39.0,3.0,0.6,7.6,1.7,0.6,100.0,91.0,1.2,28.0,199.0,0.1,0.5,0.0,131.0,205.0,0.0,0.1,0.3,20.0,0
CR029,"Kacang panjang, biji, kering",100.0,100.0,12.2,357.0,17.3,1.5,68.6,10.6,0.4,163.0,437.0,6.9,16.0,1109.4,0.4,2.8,0.0,2182.0,,0.6,1.0,7.1,2.0,0
DP012,"Kacang panjang, rebus",100.0,100.0,90.9,30.0,2.3,0.4,5.8,1.4,0.6,71.0,68.0,0.8,24.0,114.5,0.1,0.4,0.0,128.0,162.0,0.0,0.1,0.2,15.0,0
DR097,"Kacang panjang, segar",100.0,92.0,91.8,31.0,2.3,0.1,5.3,2.7,0.5,60.0,64.0,0.6,30.0,213.0,0.1,0.5,0.0,125.0,,0.7,0.1,0.3,46.0,0
DR098,Kacang ranti polong,100.0,83.0,88.5,37.0,3.1,0.2,7.9,2.5,0.3,103.0,126.0,0.8,,,,,,,2312.0,0.0,,,6.0,0
CP034,Kacang sukro,100.0,100.0,4.7,484.0,8.8,26.1,57.7,1.8,2.7,49.0,194.0,2.5,,,,,,,0.0,0.1,,,0.0,0
CP011,Kacang tanah rebus dengan kulit,100.0,43.0,40.2,360.0,13.5,31.2,12.8,,2.3,42.0,177.0,1.4,32.0,483.0,1.6,2.0,0.0,,,0.4,0.1,9.0,5.0,0
CR030,Kacang tanah sangan,100.0,100.0,1.2,560.0,29.5,43.0,24.1,2.9,2.2,107.0,366.0,4.1,34.0,509.8,1.7,2.1,,0.0,,0.3,0.3,15.5,,0
CR031,Kacang tanah sangan tanpa selaput,100.0,100.0,2.6,559.0,26.9,44.2,23.6,2.6,2.7,74.0,393.0,1.9,33.0,202.3,520.4,1.7,0.0,0.0,,0.3,29.47,8.0,0.0,0
CP035,Kacang tanah sari,100.0,100.0,2.1,561.0,25.5,43.8,26.0,2.2,2.6,50.0,324.0,3.1,,,,,,,0.0,0.1,,,0.0,0
CP012,"Kacang tanah, goreng",100.0,100.0,2.5,564.0,25.5,44.4,25.5,2.8,2.8,106.0,390.0,4.1,,,,,,,,0.4,,,,0
CR032,"Kacang tanah, kering",100.0,100.0,9.6,525.0,27.9,42.7,17.4,2.4,2.4,316.0,456.0,5.7,31.0,466.5,1.6,1.9,,0.0,30.0,0.4,0.3,1.4,,0
CP013,"Kacang tanah, rebus",100.0,100.0,62.1,220.0,10.6,18.0,8.0,1.0,1.3,89.0,273.0,1.9,36.0,536.2,1.8,2.2,,,,0.1,,,0.0,0
CR033,"Kacang tolo / tunggak, kering",100.0,100.0,13.5,331.0,24.4,1.9,56.6,1.6,3.6,481.0,399.0,13.9,15.0,7.8,1.0,5.9,,65.0,,0.1,0.2,4.3,,0
CP014,"Kacang tolo, rebus",100.0,100.0,64.4,138.0,10.7,1.1,22.6,0.9,1.2,165.0,172.0,4.0,13.0,6.7,0.8,6.1,,,,0.0,0.2,3.2,,0
